instruction,input,output
Terjemahkan ke bahasa Indonesia baku.,"Su trada lagi tong dua, karena ini ko yang pu mau untuk hentikan","Sudah tak ada lagi kita berdua, karena ini maumu untuk menghentikan"
Terjemahkan ke bahasa Indonesia baku.,"Semua berubah, ko telah mendua","Semua berubah, kamu telah mendua"
Terjemahkan ke bahasa Indonesia baku.,"Sa terlalu percaya, pada akhirnya pun kecewa","Aku terlalu percaya, pada akhirnya pun kecewa"
Terjemahkan ke bahasa Indonesia baku.,Ko sangat pintar bagi ko pu waktu (Ko sangat pintar),Kamu sangat pintar membagi waktumu (kamu sangat pintar)
Terjemahkan ke bahasa Indonesia baku.,Alasan apa lagi yang ko mo kasih (Yang ko mo kasih),Alasan apa lagi yang mau kamu kasih (yang mau kamu kasih)
Terjemahkan ke bahasa Indonesia baku.,Bersabar dengan semua (Sabar dengan semua),Bersabar dengan semua (sabar dengan semua)
Terjemahkan ke bahasa Indonesia baku.,Sekali dengar tong pu lagu ko goyang kepala,Sekali dengar lagu kami kamu langsung goyang kepala
Terjemahkan ke bahasa Indonesia baku.,Kalo ko suka tinggal diputar ulang saja,Kalau kamu suka tinggal diputar ulang saja
Terjemahkan ke bahasa Indonesia baku.,Silahkan ga bung dan jang banyak tanya,"Silakan bung, dan jangan banyak tanya"
Terjemahkan ke bahasa Indonesia baku.,Tong bikin yang enak pasti terasa asikan,Kami buat yang enak pasti terasa seru
Terjemahkan ke bahasa Indonesia baku.,Silahkan diputar lagi juga disaksikan,Silakan diputar lagi dan disaksikan
Terjemahkan ke bahasa Indonesia baku.,Jang bertanya karna ini sungguh mengasikkan,Jangan bertanya karena ini benar-benar mengasyikkan
Terjemahkan ke bahasa Indonesia baku.,Sa jamin ko akan goyang itu sa pastikan,"Aku jamin kamu pasti akan bergoyang, itu aku pastikan"
Terjemahkan ke bahasa Indonesia baku.,Pas mana ada yang bisa gantikan,Tidak ada yang bisa menggantikan
Terjemahkan ke bahasa Indonesia baku.,Lagu ini paling enak dan su tidak asikan,Lagu ini paling enak dan tidak membosankan
Terjemahkan ke bahasa Indonesia baku.,Macam fly terbang tinggi saat linting,Seperti terbang tinggi saat memutar lagu
Terjemahkan ke bahasa Indonesia baku.,Flow menari-nari nyalakan tanda warning,"Alunan lagu menari-nari, nyalakan tanda peringatan"
Terjemahkan ke bahasa Indonesia baku.,Tara sama cara main Timur punya paling lain,Cara main Timur itu berbeda dengan yang lain
Terjemahkan ke bahasa Indonesia baku.,Sa hidangkan pasti enak di telinga,Aku sajikan pasti enak di telinga
Terjemahkan ke bahasa Indonesia baku.,Ni music paling asik ya pasti ko terima,"Musik ini paling asik, pasti kamu suka"
Terjemahkan ke bahasa Indonesia baku.,Ikuti ketukan irama Timur panaskan suasana,Ikuti irama Timur yang memanaskan suasana
Terjemahkan ke bahasa Indonesia baku.,Dan sini berkumpul duduk adat,Dan di sini semua berkumpul dengan adat
Terjemahkan ke bahasa Indonesia baku.,Anak Timur kasih padat,Anak Timur tampil penuh semangat
Terjemahkan ke bahasa Indonesia baku.,Jauh kah dekat kesini merapat,"Jauh atau dekat, datanglah merapat"
Terjemahkan ke bahasa Indonesia baku.,Jangan sampe ko tra ada tempat,Jangan sampai kamu kehabisan tempat
Terjemahkan ke bahasa Indonesia baku.,Sa yakin setelah dong dengar dong langsung merana,Aku yakin setelah mereka dengar mereka langsung terpana
Terjemahkan ke bahasa Indonesia baku.,Ketika sa pu lagu sampe sana,Ketika laguku sampai ke sana
Terjemahkan ke bahasa Indonesia baku.,Dorang bilang tetap saja beda na,Mereka bilang tetap saja berbeda
Terjemahkan ke bahasa Indonesia baku.,Karna dar sabang sampai merauke,Karena dari Sabang sampai Merauke
Terjemahkan ke bahasa Indonesia baku.,Ni su mulai ada rasa,Aku sudah mulai ada perasaan
Terjemahkan ke bahasa Indonesia baku.,Baru ko mo sei tra mo stay ai pele,Baru kamu mau pergi dan tidak mau tinggal lagi
Terjemahkan ke bahasa Indonesia baku.,Bilang sayang tapi sa tu yang ke berapa,Katanya sayang tapi aku ini yang ke berapa
Terjemahkan ke bahasa Indonesia baku.,Ai sudah yo be tra papa,"Ah sudah lah, tidak apa-apa"
Terjemahkan ke bahasa Indonesia baku.,Dulu sa sendiri su indah,Dulu aku sendiri saja sudah indah
Terjemahkan ke bahasa Indonesia baku.,Tapi ko yang datang brikan-brikan ko pu cinta,Tapi kamu datang memberi cintamu
Terjemahkan ke bahasa Indonesia baku.,Dan salahnya sa tu pikir sa nomor satu,Dan salahnya aku kira aku yang nomor satu
Terjemahkan ke bahasa Indonesia baku.,Ko pigi dan kas tinggal sa sendiri,Kamu pergi dan tinggalkan aku sendiri
Terjemahkan ke bahasa Indonesia baku.,Hati dan ko acok jadi luka,Hati ini jadi luka karena kamu rusak
Terjemahkan ke bahasa Indonesia baku.,Ko buat semua ko pu suka-suka,Kamu melakukan semuanya sesuka hati
Terjemahkan ke bahasa Indonesia baku.,Sa tara menyangka sampe ko pigi,Aku tidak menyangka kamu akan pergi
Terjemahkan ke bahasa Indonesia baku.,Mungkin sa ni kurang jadi begini,"Mungkin aku yang kurang, makanya jadi begini"
Terjemahkan ke bahasa Indonesia baku.,Ini yang terakhir jang datang lagi,"Ini yang terakhir, jangan datang lagi"
Terjemahkan ke bahasa Indonesia baku.,Jadi stop ko markir-markir di sini,Jadi berhenti parkir-parkir di sini
Terjemahkan ke bahasa Indonesia baku.,Tapi ko kas luka tipu sa lagi,Tapi kamu kasih luka dan tipu aku lagi
Terjemahkan ke bahasa Indonesia baku.,Ah pele sa tra tau mungkin su deng lain hati,"Aku tidak tahu, mungkin kamu sudah dengan yang lain"
Terjemahkan ke bahasa Indonesia baku.,Ko sayang sa yang ke berapa cinta ko bagi,"Kamu sayang aku, tapi cinta kamu dibagi ke berapa orang"
Terjemahkan ke bahasa Indonesia baku.,Sa su curiga pas di waktu sayang-sayangnya,Aku sudah curiga saat masa-masa sayang itu
Terjemahkan ke bahasa Indonesia baku.,Sa tara tau baby ko tara tau sebenarnya,"Aku tidak tahu, kamu pun tidak tahu sebenarnya"
Terjemahkan ke bahasa Indonesia baku.,Cinta yang indah ko su bagikan,Cinta yang indah itu kamu bagikan ke orang lain
Terjemahkan ke bahasa Indonesia baku.,Tra salah feeling sa pisah deng ko,"Tidak salah perasaan, aku memang harus pisah dengan kamu"
Terjemahkan ke bahasa Indonesia baku.,Ko kasih luka ni kaka Remco,"Kamu kasih luka ini, wahai kakak Remco"
Terjemahkan ke bahasa Indonesia baku.,Sampe sini sa su paham,Sampai di sini aku sudah paham
Terjemahkan ke bahasa Indonesia baku.,Dari dulu sampe kini masa tra berubah tu,Dari dulu sampai sekarang tidak berubah juga
Terjemahkan ke bahasa Indonesia baku.,Ko pu muka disini tapi hati disana,Wajahmu di sini tapi hatimu di sana
Terjemahkan ke bahasa Indonesia baku.,Mo sulap jadi bini tapi su brr disana,Mau jadi istri tapi sudah bermain di sana
Terjemahkan ke bahasa Indonesia baku.,Sampe kapan ko mo toki sa terus,Sampai kapan kamu mau pukul aku terus (menyakitiku terus)
Terjemahkan ke bahasa Indonesia baku.,Pi jang balikan tong jang balikan su,"Pergi jangan kembali, kita jangan kembali lagi"
Terjemahkan ke bahasa Indonesia baku.,Pi jang balikan tra mau balikan lagi,"Pergi jangan kembali, aku tidak mau kembali lagi"
Terjemahkan ke bahasa Indonesia baku.,Eh mace injak gas sampe rem su blong,Hei nona injak gas sampai remnya blong
Terjemahkan ke bahasa Indonesia baku.,Su puas toki angka sa ka belum,Sudah puas pukul angka aku belum
Terjemahkan ke bahasa Indonesia baku.,Tuduh yang ko kasih masih kurang lengkap,Tuduhan yang kamu kasih masih kurang lengkap
Terjemahkan ke bahasa Indonesia baku.,Ke kiri ke kiri trus ke kanan,Ke kiri ke kiri terus ke kanan
Terjemahkan ke bahasa Indonesia baku.,Ke kanan ta putar ta putar ko alasan alasan,Ke kanan berputar-putar alasanmu saja
Terjemahkan ke bahasa Indonesia baku.,Dulu kita libur s'lalu balikan,Dulu kita libur selalu kembali
Terjemahkan ke bahasa Indonesia baku.,S'karang sendirian siapa yang sialan,Sekarang sendiri siapa yang sial
Terjemahkan ke bahasa Indonesia baku.,Tabrak minyak panas tagal goreng ikan,Tabrak minyak panas gara-gara goreng ikan
Terjemahkan ke bahasa Indonesia baku.,Rasa yang dulu akan su habis,Rasa yang dulu sudah habis
Terjemahkan ke bahasa Indonesia baku.,Tra mau tra mau lagi deng ko,"Tidak mau, tidak mau lagi dengan kamu"
Terjemahkan ke bahasa Indonesia baku.,Ko diam-diam buat pergerakan bawa tanah,Kamu diam-diam bergerak membawa tanah
Terjemahkan ke bahasa Indonesia baku.,Tapi sa ni su tau arahnya nanti kemana,Tapi aku sudah tahu arahnya nanti ke mana
Terjemahkan ke bahasa Indonesia baku.,Alasan ditelpon mama ko tipu hal yang sama,Alasan ditelepon mama kamu tipu hal yang sama
Terjemahkan ke bahasa Indonesia baku.,Padahal asik disana kepergok buka celana,Padahal asyik di sana ketahuan buka celana
Terjemahkan ke bahasa Indonesia baku.,Ko dengar ini kalo tersinggung terlibat,Kamu dengar ini kalau tersinggung berarti terlibat
Terjemahkan ke bahasa Indonesia baku.,Biar ko ancam cinta ditolak dukun bertindak,"Biar kamu ancam, cinta ditolak dukun bertindak"
Terjemahkan ke bahasa Indonesia baku.,Ko ni su gila ko kira su enak disana,"Kamu sudah gila, kamu kira enak di sana"
Terjemahkan ke bahasa Indonesia baku.,Mo balik tapi sorry saja da da da da,Mau balik tapi maaf saja da da da da
Terjemahkan ke bahasa Indonesia baku.,Sa tra suka begitu,Saya tidak suka seperti itu
Terjemahkan ke bahasa Indonesia baku.,Sa su bilang ko,Saya sudah memberi tahu kamu
Terjemahkan ke bahasa Indonesia baku.,Sa tra sekolah hari ini,Saya tidak sekolah hari ini
Terjemahkan ke bahasa Indonesia baku.,Ko buat apa tadi?,Apa yang kamu lakukan tadi?
Terjemahkan ke bahasa Indonesia baku.,Sa bantu kalau bisa,Saya akan membantu jika bisa
Terjemahkan ke bahasa Indonesia baku.,Ko pigi ke kampus?,Apakah kamu pergi ke kampus?
Terjemahkan ke bahasa Indonesia baku.,Ko su tahu berita?,Apakah kamu sudah tahu berita?
Terjemahkan ke bahasa Indonesia baku.,Ko tra mau ikut?,Apakah kamu tidak mau ikut?
Terjemahkan ke bahasa Indonesia baku.,Ko su makan siang?,Apakah kamu sudah makan siang?
Terjemahkan ke bahasa Indonesia baku.,Ko tra dengar suara?,Apakah kamu tidak mendengar suara?
Terjemahkan ke bahasa Indonesia baku.,Ko mau pergi kemana?,Kamu ingin pergi ke mana?
Terjemahkan ke bahasa Indonesia baku.,Ko tra mau ikut ke sekolah?,Apakah kamu tidak ingin ikut ke sekolah?
Terjemahkan ke bahasa Indonesia baku.,Sa naik motor ke sekolah,Saya naik motor ke sekolah
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar hari ini?,Apakah kamu belajar hari ini?
Terjemahkan ke bahasa Indonesia baku.,Sa bicara dengan teman lama,Saya berbicara dengan teman lama
Terjemahkan ke bahasa Indonesia baku.,Ko su masak malam ini?,Apakah kamu memasak malam ini?
Terjemahkan ke bahasa Indonesia baku.,Ko mau ikut bermain?,Apakah kamu mau ikut bermain?
Terjemahkan ke bahasa Indonesia baku.,Sa mau ikut bermain bola,Saya ingin ikut bermain bola
Terjemahkan ke bahasa Indonesia baku.,Ko su ke pasar?,Apakah kamu pergi ke pasar?
Terjemahkan ke bahasa Indonesia baku.,Ko su dengar musik keras?,Apakah kamu mendengar musik keras?
Terjemahkan ke bahasa Indonesia baku.,Ko su ke sekolah?,Apakah kamu pergi ke sekolah?
Terjemahkan ke bahasa Indonesia baku.,Ko su bicara dengan guru?,Apakah kamu berbicara dengan guru?
Terjemahkan ke bahasa Indonesia baku.,Ko su bermain di luar?,Apakah kamu bermain di luar?
Terjemahkan ke bahasa Indonesia baku.,Ko su membaca buku pelajaran?,Apakah kamu membaca buku pelajaran?
Terjemahkan ke bahasa Indonesia baku.,Sa tidur tujuh jam,Saya tidur selama tujuh jam
Terjemahkan ke bahasa Indonesia baku.,Sa bermain bola dengan teman,Saya bermain bola dengan teman
Terjemahkan ke bahasa Indonesia baku.,Ko su minum air putih?,Apakah kamu minum air putih?
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke pasar?,Apakah kamu pergi ke pasar?
Terjemahkan ke bahasa Indonesia baku.,Sa makan siang di rumah,Saya makan siang di rumah
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar bahasa Inggris?,Apakah kamu belajar bahasa Inggris?
Terjemahkan ke bahasa Indonesia baku.,Sa menulis surat untuk teman,Saya menulis surat untuk teman
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke kantor pos?,Apakah kamu pergi ke kantor pos?
Terjemahkan ke bahasa Indonesia baku.,Sa ke kantor pos,Saya pergi ke kantor pos
Terjemahkan ke bahasa Indonesia baku.,Ko su minum kopi pagi ini?,Apakah kamu minum kopi pagi ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su memasak malam ini?,Apakah kamu memasak malam ini?
Terjemahkan ke bahasa Indonesia baku.,Sa memasak sayur dan ikan,Saya memasak sayur dan ikan
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke sekolah besok?,Apakah kamu akan pergi ke sekolah besok?
Terjemahkan ke bahasa Indonesia baku.,Sa akan pergi ke sekolah,Saya akan pergi ke sekolah
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar di rumah?,Apakah kamu belajar di rumah?
Terjemahkan ke bahasa Indonesia baku.,Sa bicara dengan teman dekat,Saya berbicara dengan teman dekat
Terjemahkan ke bahasa Indonesia baku.,Ko su ke pasar minggu ini?,Apakah kamu pergi ke pasar minggu ini?
Terjemahkan ke bahasa Indonesia baku.,Sa bermain kartu dengan teman,Saya bermain kartu dengan teman
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke rumah teman?,Apakah kamu pergi ke rumah teman?
Terjemahkan ke bahasa Indonesia baku.,Sa pergi ke rumah teman,Saya pergi ke rumah teman
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar bahasa Papua?,Apakah kamu belajar bahasa Papua?
Terjemahkan ke bahasa Indonesia baku.,Ko su mendengarkan musik keras?,Apakah kamu mendengarkan musik keras?
Terjemahkan ke bahasa Indonesia baku.,Ko su pergi ke kantor?,Apakah kamu pergi ke kantor?
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar matematika hari ini?,Apakah kamu belajar matematika hari ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su bermain di halaman?,Apakah kamu bermain di halaman?
Terjemahkan ke bahasa Indonesia baku.,Sa makan malam di rumah,Saya makan malam di rumah
Terjemahkan ke bahasa Indonesia baku.,Ko su mandi malam ini?,Apakah kamu mandi malam ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar bahasa Inggris hari ini?,Apakah kamu belajar bahasa Inggris hari ini?
Terjemahkan ke bahasa Indonesia baku.,Ko su menulis surat untuk teman?,Apakah kamu menulis surat untuk teman?
Terjemahkan ke bahasa Indonesia baku.,Ko su mendengar musik di radio?,Apakah kamu mendengar musik di radio?
Terjemahkan ke bahasa Indonesia baku.,Ko su membaca koran pagi?,Apakah kamu membaca koran pagi?
Terjemahkan ke bahasa Indonesia baku.,Trada susu di rumah,Tidak ada susu di rumah
Terjemahkan ke bahasa Indonesia baku.,Tong pergi ke sekolah pagi,Kami pergi ke sekolah pagi
Terjemahkan ke bahasa Indonesia baku.,Tong mau ke pasar malam,Kami mau pergi ke pasar malam
Terjemahkan ke bahasa Indonesia baku.,Kam lagi dengerin musik di radio,Mereka sedang mendengarkan musik di radio
Terjemahkan ke bahasa Indonesia baku.,Trada listrik tadi malam,Tidak ada listrik tadi malam
Terjemahkan ke bahasa Indonesia baku.,Dorang ke kampus bareng teman,Mereka pergi ke kampus bersama teman
Terjemahkan ke bahasa Indonesia baku.,Tong jalan sore di taman,Kami berjalan sore di taman
Terjemahkan ke bahasa Indonesia baku.,Kam beli sayur di pasar,Mereka membeli sayur di pasar
Terjemahkan ke bahasa Indonesia baku.,Trada air di sumur,Tidak ada air di sumur
Terjemahkan ke bahasa Indonesia baku.,Kam belajar matematika di rumah,Mereka belajar matematika di rumah
Terjemahkan ke bahasa Indonesia baku.,Dorang tidur malam di kamar,Mereka tidur malam di kamar
Terjemahkan ke bahasa Indonesia baku.,Trada roti di dapur,Tidak ada roti di dapur
Terjemahkan ke bahasa Indonesia baku.,Kam main gitar di sore hari,Mereka bermain gitar di sore hari
Terjemahkan ke bahasa Indonesia baku.,Sa scroll medsos sebentar,Saya scroll media sosial sebentar
Terjemahkan ke bahasa Indonesia baku.,Tong ke pantai sore,Kami pergi ke pantai sore
Terjemahkan ke bahasa Indonesia baku.,Kam ke hutan cari kayu,Mereka pergi ke hutan mencari kayu
Terjemahkan ke bahasa Indonesia baku.,Trada kopi di dapur,Tidak ada kopi di dapur
Terjemahkan ke bahasa Indonesia baku.,Sa ke mall sama teman,Saya pergi ke mall bersama teman
Terjemahkan ke bahasa Indonesia baku.,Trada makanan di meja,Tidak ada makanan di meja
Terjemahkan ke bahasa Indonesia baku.,Tong main basket di lapangan,Kami bermain basket di lapangan
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di kampus,Tidak ada listrik di kampus
Terjemahkan ke bahasa Indonesia baku.,Kam lagi menonton film komedi,Mereka sedang menonton film komedi
Terjemahkan ke bahasa Indonesia baku.,Dorang ke pasar beli ikan,Mereka pergi ke pasar membeli ikan
Terjemahkan ke bahasa Indonesia baku.,Trada air panas di dapur,Tidak ada air panas di dapur
Terjemahkan ke bahasa Indonesia baku.,Tong jemur pakaian di teras,Kami menjemur pakaian di teras
Terjemahkan ke bahasa Indonesia baku.,Dorang main drum di studio,Mereka bermain drum di studio
Terjemahkan ke bahasa Indonesia baku.,Sa makan siang di kantin,Saya makan siang di kantin
Terjemahkan ke bahasa Indonesia baku.,Tong ke kampus sore,Kami pergi ke kampus sore
Terjemahkan ke bahasa Indonesia baku.,Kam ke warung beli roti,Mereka pergi ke warung membeli roti
Terjemahkan ke bahasa Indonesia baku.,Sa tidur jam 9 malam,Saya tidur jam 9 malam
Terjemahkan ke bahasa Indonesia baku.,Tong ke pantai pagi,Kami pergi ke pantai pagi
Terjemahkan ke bahasa Indonesia baku.,Trada telur di kulkas,Tidak ada telur di kulkas
Terjemahkan ke bahasa Indonesia baku.,Ko su ngobrol sama dorang bel?,Apakah kamu ngobrol sama mereka?
Terjemahkan ke bahasa Indonesia baku.,Trada susu hangat di kulkas,Tidak ada susu hangat di kulkas
Terjemahkan ke bahasa Indonesia baku.,Sa ke mall sama tong,Saya pergi ke mall bersama kami
Terjemahkan ke bahasa Indonesia baku.,Ko su jalan sama kam bel?,Apakah kamu jalan dengan mereka?
Terjemahkan ke bahasa Indonesia baku.,Trada baju baru di lemari,Tidak ada baju baru di lemari
Terjemahkan ke bahasa Indonesia baku.,Dorang ke warung kopi sore,Mereka pergi ke warung kopi sore
Terjemahkan ke bahasa Indonesia baku.,Dorang masak ikan asin,Mereka sedang memasak ikan asin
Terjemahkan ke bahasa Indonesia baku.,Trada air di sumur belakang,Tidak ada air di sumur belakang
Terjemahkan ke bahasa Indonesia baku.,Sa tidur sebentar di ruang tamu,Saya tidur sebentar di ruang tamu
Terjemahkan ke bahasa Indonesia baku.,Kam beli sayur dan ikan,Mereka membeli sayur dan ikan
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di pantai sore,Mereka selfie di pantai sore
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di rumah tong,Tidak ada listrik di rumah kami
Terjemahkan ke bahasa Indonesia baku.,Sa makan malam di dapur,Saya makan malam di dapur
Terjemahkan ke bahasa Indonesia baku.,Tong ke pantai tong,Kami pergi ke pantai kami
Terjemahkan ke bahasa Indonesia baku.,Kam belajar IPA di rumah,Mereka belajar IPA di rumah
Terjemahkan ke bahasa Indonesia baku.,Trada kopi di dapur kam,Tidak ada kopi di dapur mereka
Terjemahkan ke bahasa Indonesia baku.,Dorang ke kantor sore,Mereka pergi ke kantor sore
Terjemahkan ke bahasa Indonesia baku.,Trada roti di meja kam,Tidak ada roti di meja mereka
Terjemahkan ke bahasa Indonesia baku.,Trada telur di kulkas tong,Tidak ada telur di kulkas kami
Terjemahkan ke bahasa Indonesia baku.,Sa latihan gitar di ruang tamu,Saya latihan gitar di ruang tamu
Terjemahkan ke bahasa Indonesia baku.,Trada sayur di lemari tong,Tidak ada sayur di lemari kami
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di sekolah tong,Tidak ada listrik di sekolah kami
Terjemahkan ke bahasa Indonesia baku.,Ko su jalan sama kam bel?,Apakah kamu jalan bersama mereka?
Terjemahkan ke bahasa Indonesia baku.,Dorang masak sayur di sore hari,Mereka memasak sayur di sore hari
Terjemahkan ke bahasa Indonesia baku.,Trada baju baru di lemari kam,Tidak ada baju baru di lemari mereka
Terjemahkan ke bahasa Indonesia baku.,Ko su chatting tong?,Apakah kamu chatting dengan kami?
Terjemahkan ke bahasa Indonesia baku.,Trada minyak goreng tong,Tidak ada minyak goreng di rumah kami
Terjemahkan ke bahasa Indonesia baku.,Sa ke pantai sama tong,Saya pergi ke pantai bersama kami
Terjemahkan ke bahasa Indonesia baku.,Tong pergi ke pasar malam,Kami pergi ke pasar malam
Terjemahkan ke bahasa Indonesia baku.,Kam lagi main sepak bola,Mereka sedang bermain sepak bola
Terjemahkan ke bahasa Indonesia baku.,Trada air bersih di rumah,Tidak ada air bersih di rumah
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di taman sore,Mereka selfie di taman sore
Terjemahkan ke bahasa Indonesia baku.,Dorang ke kantor siang,Mereka pergi ke kantor siang
Terjemahkan ke bahasa Indonesia baku.,Trada roti di meja,Tidak ada roti di meja
Terjemahkan ke bahasa Indonesia baku.,Dorang ngopi sore hari,Mereka minum kopi sore hari
Terjemahkan ke bahasa Indonesia baku.,Trada sayur di lemari,Tidak ada sayur di lemari
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di sekolah,Tidak ada listrik di sekolah
Terjemahkan ke bahasa Indonesia baku.,Tong ke sekolah sore,Kami pergi ke sekolah sore
Terjemahkan ke bahasa Indonesia baku.,Kam lagi main voli pagi,Mereka sedang bermain voli pagi
Terjemahkan ke bahasa Indonesia baku.,Trada air panas di kamar,Tidak ada air panas di kamar
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di pantai pagi,Mereka selfie di pantai pagi
Terjemahkan ke bahasa Indonesia baku.,Dorang ke kantor pagi,Mereka pergi ke kantor pagi
Terjemahkan ke bahasa Indonesia baku.,Trada telur di dapur,Tidak ada telur di dapur
Terjemahkan ke bahasa Indonesia baku.,Trada sayur di dapur,Tidak ada sayur di dapur
Terjemahkan ke bahasa Indonesia baku.,Dorang ke warung beli roti,Mereka pergi ke warung membeli roti
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di kantor,Tidak ada listrik di kantor
Terjemahkan ke bahasa Indonesia baku.,Ko su jalan sama dorang bel?,Apakah kamu jalan bersama mereka?
Terjemahkan ke bahasa Indonesia baku.,Trada baju baru di kamar,Tidak ada baju baru di kamar
Terjemahkan ke bahasa Indonesia baku.,Ko su chatting kam?,Apakah kamu chatting dengan mereka?
Terjemahkan ke bahasa Indonesia baku.,Trada minyak goreng di dapur,Tidak ada minyak goreng di dapur
Terjemahkan ke bahasa Indonesia baku.,Ko su ke pantai kam?,Apakah kamu ke pantai mereka?
Terjemahkan ke bahasa Indonesia baku.,Sa ke pantai sama kam,Saya pergi ke pantai bersama kalian
Terjemahkan ke bahasa Indonesia baku.,Tong ke sekolah bareng,Kami pergi ke sekolah bersama
Terjemahkan ke bahasa Indonesia baku.,Kam lagi main bola sore,Mereka sedang bermain bola sore
Terjemahkan ke bahasa Indonesia baku.,Trada air di sumur depan,Tidak ada air di sumur depan
Terjemahkan ke bahasa Indonesia baku.,Dorang selfie di taman kota,Mereka selfie di taman kota
Terjemahkan ke bahasa Indonesia baku.,Trada listrik di ruang tamu,Tidak ada listrik di ruang tamu
Terjemahkan ke bahasa Indonesia baku.,Sa makan siang di dapur,Saya makan siang di dapur
Terjemahkan ke bahasa Indonesia baku.,Trada kopi di meja dapur,Tidak ada kopi di meja dapur
Terjemahkan ke bahasa Indonesia baku.,Trada roti di dapur tong,Tidak ada roti di dapur kami
Terjemahkan ke bahasa Indonesia baku.,Sa scroll media sosial sebentar,Saya scroll media sosial sebentar
Terjemahkan ke bahasa Indonesia baku.,Trada minyak goreng di dapur tong,Tidak ada minyak goreng di dapur kami
Terjemahkan ke bahasa Indonesia baku.,Sa ke pantai sama kam,Saya pergi ke pantai bersama mereka
