instruction,source,target
Terjemahkan ke bahasa Indonesia baku.,Sayang sa su lelah (Sa su lelah),Sayang aku sudah lelah (aku sudah lelah)
Terjemahkan ke bahasa Indonesia baku.,Kam lagi dengerin musik di radio,Mereka sedang mendengarkan musik di radio
Terjemahkan ke bahasa Indonesia baku.,Tambah liar e ko pu laki satu ni,Sikapmu makin menjadi karena satu pria itu
Terjemahkan ke bahasa Indonesia baku.,Mungkin sa ni kurang jadi begini,"Mungkin aku yang kurang, makanya jadi begini"
Terjemahkan ke bahasa Indonesia baku.,Cukardeleng sayang koi main apa e,"Sayang, kamu main apa itu?"
Terjemahkan ke bahasa Indonesia baku.,Kasihan sekali ko pu hidup sekali,Kasihan hidupmu cuma sekali
Terjemahkan ke bahasa Indonesia baku.,Sa ini sudah yang paling mengerti,Aku ini yang paling memahami
Terjemahkan ke bahasa Indonesia baku.,Ey ada kah? ada tu ada di saku tu,Ada kah itu? ada itu di saku
Terjemahkan ke bahasa Indonesia baku.,Sat set sat set tapi kurang lezat,Cepat-cepat tapi kurang enak
Terjemahkan ke bahasa Indonesia baku.,Hambak dempet ko rasa filling pas,Hambat dekat kamu rasanya pas
Terjemahkan ke bahasa Indonesia baku.,Dan semoga tidak bikin de bernana,Dan semoga tidak membuat bosan
Terjemahkan ke bahasa Indonesia baku.,Ko kasih semua ni berantakan baby,"Kamu hancurkan semua ini, sayang"
Terjemahkan ke bahasa Indonesia baku.,Sa mo jalan dengan sa pu teman de,Saya mau jalan dengan temanteman
Terjemahkan ke bahasa Indonesia baku.,Semuanya indah tinggal ko pu suka,Semuanya indah tinggal kamu suka
Terjemahkan ke bahasa Indonesia baku.,Anjani Anjani ko saja yang temani,"Anjani, hanya kamu yang menemani"
Terjemahkan ke bahasa Indonesia baku.,Ko pu laki kelakuan itu toki-toki,Kelakuan pacarmu itu macam-macam
Terjemahkan ke bahasa Indonesia baku.,Mungkin ini alasan untuk koi cari,Mungkin ini alasan kamu cari-cari
Terjemahkan ke bahasa Indonesia baku.,Hati tarabisa macam susah merdeka,Hati ini terasa sulit untuk bebas
Terjemahkan ke bahasa Indonesia baku.,Mo kas tinggal sa rasa tra berani,"Ingin tinggal, aku rasa tak berani"
Terjemahkan ke bahasa Indonesia baku.,Sedih dan galau datang mengganggu,Sedih dan galau datang mengganggu.
Terjemahkan ke bahasa Indonesia baku.,Percuma dulu sa kasih sa pu cinta,Percuma dulu aku memberimu cintaku
Terjemahkan ke bahasa Indonesia baku.,Untung ko ladies paling beruntung,Untung kamu wanita paling beruntung
Terjemahkan ke bahasa Indonesia baku.,Anjani-anjani ko saja yang temani,Anjani Anjani kamu saja yang temani
Terjemahkan ke bahasa Indonesia baku.,Ko punya mau itu buat sa binggung,Keinginanmu itu membuat aku bingung
Terjemahkan ke bahasa Indonesia baku.,sampe mana tetap sa yang koi cari,sejauh mana tetap aku yang kamu cari
Terjemahkan ke bahasa Indonesia baku.,Trakan pernah jadi amin yang sama,Tidak akan pernah jadi doa yang sama
Terjemahkan ke bahasa Indonesia baku.,Cukup jaga hati biar tambah cinta,Cukup jaga hati supaya tambah cinta.
Terjemahkan ke bahasa Indonesia baku.,Yow dari awal tong berjumpa-jumpa,Sejak awal kita bertemu terus menerus
Terjemahkan ke bahasa Indonesia baku.,Sani su berjuang juga ais percuma,Aku sudah berjuang tapi tetap percuma
Terjemahkan ke bahasa Indonesia baku.,Percuma semua yang pernah sa beri,Sia-sia semua yang pernah aku berikan
Terjemahkan ke bahasa Indonesia baku.,Trada minyak goreng di dapur tong,Tidak ada minyak goreng di dapur kami
Terjemahkan ke bahasa Indonesia baku.,Sa hargai yang ko su pernah kasih,Saya hargai apa yang pernah kamu kasih
Terjemahkan ke bahasa Indonesia baku.,Tra bisa mengerti ko tetap dihati,Tidak bisa mengerti kamu tetap di hati
Terjemahkan ke bahasa Indonesia baku.,Dong mo datang ulang tahun nanti.,Mereka mau datang ke ulang tahun nanti.
Terjemahkan ke bahasa Indonesia baku.,Hambak dempet to rasa feeling pas,Aku mendekat tepat saat perasaannya pas
Terjemahkan ke bahasa Indonesia baku.,Harapan tra lagi ko ada disamping,Harapan itu tidak lagi kamu di sampingku
Terjemahkan ke bahasa Indonesia baku.,Tunggu sa nanti pasti bale sayang,"Tunggu saya, nanti pasti kembali sayang."
Terjemahkan ke bahasa Indonesia baku.,dari baik buruk tangkis ko pu beu,dari baik buruk aku tangkis semua untukmu
Terjemahkan ke bahasa Indonesia baku.,Sa su bilang sayang jaga sap hati,"Saya sudah bilang sayang, jaga hati saya."
Terjemahkan ke bahasa Indonesia baku.,"Sa susah lupa ko, selalu pikir ko","Sulih lupa kamu, aku selalu memikirkan kamu"
Terjemahkan ke bahasa Indonesia baku.,Diam tra suara menangis mata bara,"Diam tanpa suara, menangis dengan mata merah"
Terjemahkan ke bahasa Indonesia baku.,Satu Papua de yang pegang kendali,Satu-satunya di Papua yang mengendalikan hatiku
Terjemahkan ke bahasa Indonesia baku.,Dengan banyak alasan yang ko kasih,Dengan banyak alasan dari kamu
Terjemahkan ke bahasa Indonesia baku.,S'karang ko terima de punya akibat,Sekarang kamu terima akibatnya
Terjemahkan ke bahasa Indonesia baku.,(Ulang Reff) Sa mau koi ko mau dia,"Aku mau kamu, tapi kamu mau dia"
Terjemahkan ke bahasa Indonesia baku.,sio sayang rindu cigi cigi sa yaro,"sayang, aku rindu sekali padamu"
Terjemahkan ke bahasa Indonesia baku.,sa disini masih akan terus mananti,aku di sini masih terus menanti
Terjemahkan ke bahasa Indonesia baku.,Ko pu nama yang dulu kasi da da da,Namamu yang dulu masih tertanam
Terjemahkan ke bahasa Indonesia baku.,Jujur sudah sayang sa tra mengerti,"Jujur, sayang, aku tidak mengerti"
Terjemahkan ke bahasa Indonesia baku.,Jang ko ragu ah sayang tu cuma koe,"Jangan ragu, sayang itu hanya kamu"
Terjemahkan ke bahasa Indonesia baku.,Cinta yang sa tuai kini telah usai,Cinta yang kutanam kini telah usai
Terjemahkan ke bahasa Indonesia baku.,sio ade nona jang ko hilang-hilang,aduh nona jangan menghilang-hilang
Terjemahkan ke bahasa Indonesia baku.,Mungkin ko trabisa jadi sa pu lewa,Mungkin kamu tak bisa jadi milikku
Terjemahkan ke bahasa Indonesia baku.,Ko makan duluan sa ikut belakang e,"Kamu makan duluan, saya menyusul ya"
Terjemahkan ke bahasa Indonesia baku.,Dia mo kerja di kota minggu depan.,Dia mau kerja di kota minggu depan.
Terjemahkan ke bahasa Indonesia baku.,Berlalu bawa segala hamparan bulan,Pergi membawa segala kenangan indah
Terjemahkan ke bahasa Indonesia baku.,Bukan karena siapa tapi karena dia,"Bukan karena siapa, tapi karena dia"
Terjemahkan ke bahasa Indonesia baku.,Ko su bawa pigi sa pu jantung hati,Kau sudah bawa pergi jantung hatiku
Terjemahkan ke bahasa Indonesia baku.,Jadi stop ko markir-markir di sini,Jadi berhenti parkir-parkir di sini
Terjemahkan ke bahasa Indonesia baku.,Ko pu muka disini tapi hati disana,Wajahmu di sini tapi hatimu di sana
Terjemahkan ke bahasa Indonesia baku.,Temani ladeni macam deng laki bini,Melayani seperti pasangan yang mesra
Terjemahkan ke bahasa Indonesia baku.,Datang ke sa tapi sa yang jaga apa,Datang padaku tapi apa yang aku jaga
Terjemahkan ke bahasa Indonesia baku.,Ada ka ko pikir sakit yang sa rasa,Apa kamu pikir sakit yang aku rasakan
Terjemahkan ke bahasa Indonesia baku.,Ko pigi dan kas tinggal sa sendiri,Kamu pergi dan tinggalkan aku sendiri
Terjemahkan ke bahasa Indonesia baku.,"Ko seperti bayang, indah dipandang","Kamu seperti bayangan, indah dipandang"
Terjemahkan ke bahasa Indonesia baku.,"Seperti ilusi, jang harap di mimpi","Seperti ilusi, jangan berharap di mimpi"
Terjemahkan ke bahasa Indonesia baku.,ko cukup bae bae dan cukup ko rasa,cukup kamu jaga dan rasakan dengan baik
Terjemahkan ke bahasa Indonesia baku.,begini tahan rindu su stengah mati,menahan rindu setengah mati seperti ini
Terjemahkan ke bahasa Indonesia baku.,Ko su ada dia jadi kemang pantasan,Kau sudah bersama dia jadi memang pantas
Terjemahkan ke bahasa Indonesia baku.,Su kubur harapan trada lagi cerita,"Sudah kubur harapan, tak ada lagi cerita"
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar matematika hari ini?,Apakah kamu belajar matematika hari ini?
Terjemahkan ke bahasa Indonesia baku.,Su bukan sa topang semua terhalang,Aku bukan lagi pelindung semua halanganmu
Terjemahkan ke bahasa Indonesia baku.,"Sering ko tanya, kenapa sa begini?","Sering kamu bertanya, kenapa saya begini?"
Terjemahkan ke bahasa Indonesia baku.,Apakah alam su tra akur sama tong?,Apakah alam ini tidak selaras dengan kita?
Terjemahkan ke bahasa Indonesia baku.,Ko bola bale su macam deng setrika,Kamu bolakbalik seperti dipanaskan setrika
Terjemahkan ke bahasa Indonesia baku.,Dong lihat sa senang dong tra suka,"Mereka lihat aku senang, mereka tidak suka"
Terjemahkan ke bahasa Indonesia baku.,Ko tinggal mo marah minta pisah yo,Kamu tinggal ingin marah dan minta pisah ya
Terjemahkan ke bahasa Indonesia baku.,De rayu ko pu marah pake coki-coki,Dia merayu kamu yang marah pakai cara manis
Terjemahkan ke bahasa Indonesia baku.,Sedih faa nanti lagu yang jelaskan,Biarlah kesedihan ini dijelaskan lewat lagu
Terjemahkan ke bahasa Indonesia baku.,"Pray to lord, tete manis jaga tong","Doa kepada Tuhan, sungguh indah menjaga kami"
Terjemahkan ke bahasa Indonesia baku.,Su tagepe-gepe ade nona sudah gepe,Kita sudah tertaut hati meski dia belum sadar
Terjemahkan ke bahasa Indonesia baku.,Baru ko mo sei tra mo stay ai pele,Baru kamu mau pergi dan tidak mau tinggal lagi
Terjemahkan ke bahasa Indonesia baku.,Tra usah khawatir sa disini tenang,"Tidak usah khawatir, aku di sini baik-baik saja"
Terjemahkan ke bahasa Indonesia baku.,"Namun, ingat dia, itu yang kau tau","Namun, kamu hanya ingat dia, itu yang kamu tahu"
Terjemahkan ke bahasa Indonesia baku.,karna ko yang bikin sampe sa tagae,karena kamu yang membuat aku sampai tergila-gila
Terjemahkan ke bahasa Indonesia baku.,Nyong pu my love nanti tageser jauh,Cintaku akan menjauh nanti
Terjemahkan ke bahasa Indonesia baku.,Kigi indo hanepa mimpuapa dega ngga,Hatiku ini tak bisa berpaling
Terjemahkan ke bahasa Indonesia baku.,Adoo ko jahat patah sa pu hati Aduh,"kamu jahat, hancurkan hati aku"
Terjemahkan ke bahasa Indonesia baku.,Sa masih ada terima koe punya cinta,Aku masih ada menerima cintamu
Terjemahkan ke bahasa Indonesia baku.,Biar jalan kiri kanan tetap sa maju,"Biar kiri kanan, saya tetap maju"
Terjemahkan ke bahasa Indonesia baku.,Bila ada waktu mari tong berbincang,"Jika ada waktu, mari kita bicara"
Terjemahkan ke bahasa Indonesia baku.,"Astaga naga, hati tra mampu ko jaga","Astaga, hatimu tak bisa kau jaga"
Terjemahkan ke bahasa Indonesia baku.,Jangan naonao karna cuma pikir paku,Jangan bingung memikirkan yang lain
Terjemahkan ke bahasa Indonesia baku.,Sa paksakan sayang tapi tra lengkap,Aku paksakan sayang tapi tidak utuh
Terjemahkan ke bahasa Indonesia baku.,bila ada waktu mari tong berbincang,bila ada waktu mari kita berbincang
Terjemahkan ke bahasa Indonesia baku.,"Kam dua yang pu trip, sio saja kapa","Kalian berdua cocok, biarlah begitu"
Terjemahkan ke bahasa Indonesia baku.,Eh s'karang kebalikan minta balikan,Eh sekarang kebalikan minta kembali
Terjemahkan ke bahasa Indonesia baku.,Ko trada ketika sa bilang dan ingin,Kamu tidak ada saat aku bilang ingin
Terjemahkan ke bahasa Indonesia baku.,Ado kaka menyerah kalo ade ko marah,Aduh kakak menyerah kalau adik marah
Terjemahkan ke bahasa Indonesia baku.,Bila ko bertanya tentang sa pu rasa,Jika kamu bertanya tentang perasaanku
Terjemahkan ke bahasa Indonesia baku.,"Ko tau aman saja, kaka yang tangkis","Kamu aman saja, ada saya yang selalu ada"
Terjemahkan ke bahasa Indonesia baku.,Bukan sa benci tapi kar'na sa sedih,"Bukan saya benci, tapi karena saya sedih."
Terjemahkan ke bahasa Indonesia baku.,Tra usah ko mo datang cari-cari tau,Tidak perlu kamu datang dan cari-cari tahu
Terjemahkan ke bahasa Indonesia baku.,Lihat ko deng dorang senyum bahagia,Melihat kamu dan mereka tersenyum bahagia.
Terjemahkan ke bahasa Indonesia baku.,Dan karna sa trus gelisah tanpa koi,Dan karena aku terus gelis tanpa kehadiranmu
Terjemahkan ke bahasa Indonesia baku.,Jang lagi dia sa tra mau ko terluka,"Jangan sampai dia, aku tak ingin kamu terluka"
Terjemahkan ke bahasa Indonesia baku.,Ko laki kaget baru bilang hoki-hoki,Pacarmu kaget baru bilang beruntung-beruntung
Terjemahkan ke bahasa Indonesia baku.,Sa bukan hanya janji tapi sa tepati,"Ini bukan cuma janji, tapi akan saya buktikan"
Terjemahkan ke bahasa Indonesia baku.,Kadang hati marah senyum juga paksa,"Kadang hati marah, tapi senyum tetap dipaksa."
Terjemahkan ke bahasa Indonesia baku.,Kan su ada dia dan harus sa relakan,Kau sudah dengannya dan aku harus merelakannya
Terjemahkan ke bahasa Indonesia baku.,Sa lihat kam dua su macam beda arah,Aku lihat kalian berdua sudah seperti beda arah
Terjemahkan ke bahasa Indonesia baku.,Ado kaka menyerah kalau ade ko marah,Aku menyerah jika kamu marah
Terjemahkan ke bahasa Indonesia baku.,Ko hapus kenangan dari ko pu ingatan,Hapus kenangan dari ingatanmu
Terjemahkan ke bahasa Indonesia baku.,Jika mantan anda mulai minta balikan,Jika mantan mulai minta balikan
Terjemahkan ke bahasa Indonesia baku.,Sa minum teh tapi knapa barasa pahit,Aku minum teh tapi rasanya pahit
Terjemahkan ke bahasa Indonesia baku.,Mo tampeleng tapi sio sa pu sayang e,Ingin membalas tapi aku tetap sayang
Terjemahkan ke bahasa Indonesia baku.,Mo balik tapi sorry saja da da da da,Mau balik tapi maaf saja da da da da
Terjemahkan ke bahasa Indonesia baku.,Merantau tuk kembali inga dalam hati,"Merantau untuk kembali, ingat di hati"
Terjemahkan ke bahasa Indonesia baku.,Jauh dari dia yang bikin ko tersiksa,Jauh dari dia yang membuatmu tersiksa
Terjemahkan ke bahasa Indonesia baku.,Dong tinggal mo rancang rancang saya,Mereka hanya sibuk mengatur-atur saya
Terjemahkan ke bahasa Indonesia baku.,Nyong pu cinta utuh ini seng bermain,Cintaku utuh ini bukan untuk permainan
Terjemahkan ke bahasa Indonesia baku.,"Ko tolak saja bah, tra usah pikirkan","Cukup tolak saja, tak perlu dipikirkan"
Terjemahkan ke bahasa Indonesia baku.,ko cari kalo memang ada yang seperti,cari kalau memang ada yang seperti aku
Terjemahkan ke bahasa Indonesia baku.,Eh mace injak gas sampe rem su blong,Hei nona injak gas sampai remnya blong
Terjemahkan ke bahasa Indonesia baku.,"Tra bisa mo lupa, aduh Tuhan su luka","Tak bisa lupa, aduh Tuhan sudah terluka"
Terjemahkan ke bahasa Indonesia baku.,cinta ni su tatampong di tanah papua,cinta ini sudah tertanam di tanah Papua
Terjemahkan ke bahasa Indonesia baku.,"Cukup ko dalam mimpi, kini dan nanti","Cukup kamu dalam mimpi, kini dan nanti."
Terjemahkan ke bahasa Indonesia baku.,Ko ni su gila ko kira su enak disana,"Kamu sudah gila, kamu kira enak di sana"
Terjemahkan ke bahasa Indonesia baku.,Abaikan perasaan yang tra bisa dekap,Abaikan perasaan yang tak bisa kau peluk
Terjemahkan ke bahasa Indonesia baku.,Bukanya sa paksa untuk ko balik pigi,Bukan aku paksa kamu untuk kembali pergi
Terjemahkan ke bahasa Indonesia baku.,"Tra kan sa mo ganti, pasti sa tepati","Tidak akan saya ganti, pasti saya tepati"
Terjemahkan ke bahasa Indonesia baku.,Ko ambil jantung lapis deng hati ini,Kamu ambil jantung lapisi dengan hati ini
Terjemahkan ke bahasa Indonesia baku.,Rasa ini full su tra bisa lagi surut,"Rasa ini penuh, tidak bisa berkurang lagi"
Terjemahkan ke bahasa Indonesia baku.,Ko jangan ambil barang sa sembarang.,Kamu jangan ambil barang saya sembarangan.
Terjemahkan ke bahasa Indonesia baku.,Kapala batu eh tu de mo pigi bagatal,"Pikirannya keras, mereka mau pergi menari?"
Terjemahkan ke bahasa Indonesia baku.,Ko cari kalo memang ada yang seperti,Jika memang ada yang seperti itu kamu cari
Terjemahkan ke bahasa Indonesia baku.,Ya sudah terserah skarang sa su rela,"Ya sudah, sudah terserah sekarang aku rela"
Terjemahkan ke bahasa Indonesia baku.,Macam rasa ini sungguh tra di hitung,Seakan perasaan ini sungguh tidak dianggap
Terjemahkan ke bahasa Indonesia baku.,Semua ini hancur hanya karna bakalai,Semua ini hancur hanya karena pertengkaran
Terjemahkan ke bahasa Indonesia baku.,"Bunga yang indah, ko patah ditangkai","Bunga yang indah, kamu patahkan di tangkai"
Terjemahkan ke bahasa Indonesia baku.,Kalo memang de yang sip. sa bisa apa,"Kalau memang dia yang terbaik, aku bisa apa"
Terjemahkan ke bahasa Indonesia baku.,Ko su tambah hati lain diantara kita,Kamu sudah menambah hati lain di antara kita
Terjemahkan ke bahasa Indonesia baku.,Jika hanya teman ko su jauh sa kenal,"Jika kamu hanya teman, kita sudah jauh dikenal"
Terjemahkan ke bahasa Indonesia baku.,Memang tra sempurna sa beri untuk ko,Memang aku tak sempurna memberikan ini untukmu
Terjemahkan ke bahasa Indonesia baku.,Pi jang balikan tong jang balikan su,"Pergi jangan kembali, kita jangan kembali lagi"
Terjemahkan ke bahasa Indonesia baku.,Sa fly lepas cinta itu yang ko minta,"Aku terbang melepaskan cinta, itu yang kau minta"
Terjemahkan ke bahasa Indonesia baku.,Pi jang balikan tra mau balikan lagi,"Pergi jangan kembali, aku tidak mau kembali lagi"
Terjemahkan ke bahasa Indonesia baku.,mo tampeleng tapi sio sa pu sayang ee,mau ku tampar tapi aku sayang
Terjemahkan ke bahasa Indonesia baku.,Kalo de punya itu su hilang dari lama,Kamu tidak punya itu sejak lama
Terjemahkan ke bahasa Indonesia baku.,Sa minum teh tapi kenapa berasa pahit,"Aku minum teh, tapi terasa getir"
Terjemahkan ke bahasa Indonesia baku.,Masa ko ungkit sampai masalah sebutik,Bahwa kamu ungkit masalah sepele
Terjemahkan ke bahasa Indonesia baku.,"Trakan, trakan pernah sa mo main akal",Tidak akan pernah saya main-main
Terjemahkan ke bahasa Indonesia baku.,Ko makan duluan sa ikut belakang kah?,"Kamu makan duluan, saya menyusul?"
Terjemahkan ke bahasa Indonesia baku.,Mo pesta di kota atau di kampong tong,Mau pesta di Kota atau di Kampung
Terjemahkan ke bahasa Indonesia baku.,Ingat tong pu tempat di senja Kaimana,Ingat tempat kita di senja Kaimana
Terjemahkan ke bahasa Indonesia baku.,Silahkan diputar lagi juga disaksikan,Silakan diputar lagi dan disaksikan
Terjemahkan ke bahasa Indonesia baku.,Berdamai dengan diri sendiri untuk ko,Berdamai dengan diri sendiri demi kamu
Terjemahkan ke bahasa Indonesia baku.,Mo bagaimana pun tetap ko minta ampun,"Bagaimanapun itu, kamu tetap minta maaf"
Terjemahkan ke bahasa Indonesia baku.,Semua ini hancur hanya karena bakalai,Semua ini hancur hanya karena berkelahi
Terjemahkan ke bahasa Indonesia baku.,mo bagaimana pun tetap ko minta ampun,mau bagaimana pun tetap kamu minta ampun
Terjemahkan ke bahasa Indonesia baku.,Macam fly terbang tinggi saat linting,Seperti terbang tinggi saat memutar lagu
Terjemahkan ke bahasa Indonesia baku.,Ko stop sudah dengan ko pu takalekang,Berhentilah dengan kebiasaanmu yang buruk
Terjemahkan ke bahasa Indonesia baku.,Mo sulap jadi bini tapi su brr disana,Mau jadi istri tapi sudah bermain di sana
Terjemahkan ke bahasa Indonesia baku.,Tabrak minyak panas tagal goreng ikan,Tabrak minyak panas gara-gara goreng ikan
Terjemahkan ke bahasa Indonesia baku.,Walau terasa pahit akan coba sa lalui,"Meskipun terasa pahit, aku akan coba lalui"
Terjemahkan ke bahasa Indonesia baku.,Mungkin kalo sempat singga Raja Ampat,Mungkin kalau sempat singgah di Raja Ampat
Terjemahkan ke bahasa Indonesia baku.,Embal kacang atau love pake tola-tola,Bawa kacang atau kue cinta pakai tola-tola
Terjemahkan ke bahasa Indonesia baku.,Kasihan ko tra dapat sa itu ko dengar,"Kasihan, yang kau dengar belum tentu benar"
Terjemahkan ke bahasa Indonesia baku.,Semakin banyak kisah yang torang ukir,Semakin banyak kisah yang kita ukir bersama
Terjemahkan ke bahasa Indonesia baku.,Sa pu semuanya dong tinggal mo bicara,Semua hal tentangku mereka cuma bisa bicarakan
Terjemahkan ke bahasa Indonesia baku.,Kalau cuma fly lupa ko tu tra mungkin,"Meskipun saya mabuk, saya tidak bisa lupakan kamu"
Terjemahkan ke bahasa Indonesia baku.,Sa tahan rindu disini deng hati susah,Saya menahan rindu di sini dengan hati yang berat.
Terjemahkan ke bahasa Indonesia baku.,ko pu busuk sa tau ko pu kartu sa tau,kebusukanmu aku tahu kartu-kartu rahasiamu aku tahu
Terjemahkan ke bahasa Indonesia baku.,"Sa pu rap tabrak beat, jang ko patung","Saya punya lirik mengenai musik, jangan kamu terdiam"
Terjemahkan ke bahasa Indonesia baku.,Dong lihat sa susah dong tambah ludah,"Mereka lihat aku susah, mereka malah menambah hinaan"
Terjemahkan ke bahasa Indonesia baku.,Kaka dong kurang kols ade trobos foll,"Kakak mereka kurang gaul, malah terbawa ke jejak palsu"
Terjemahkan ke bahasa Indonesia baku.,Tapi jang ko lupa tong pung kisah dolo,Tapi jangan lupa cerita kita dulu
Terjemahkan ke bahasa Indonesia baku.,ko tra usah pikir takaruang tentang sa,kamu tak perlu khawatir tentang aku
Terjemahkan ke bahasa Indonesia baku.,Dan trakan terganti.. sa tetap menanti,Dan meski terganti aku tetap menanti
Terjemahkan ke bahasa Indonesia baku.,Jang ko datang toki dengan ko pu drama,Jangan datang dengan drama-drama kamu
Terjemahkan ke bahasa Indonesia baku.,Buanglah barisan mantan pada tempatnya,Keluarkan barisan mantan di tempatnya
Terjemahkan ke bahasa Indonesia baku.,Silahkan ga bung dan jang banyak tanya,"Silakan bung, dan jangan banyak tanya"
Terjemahkan ke bahasa Indonesia baku.,Biar sa terima meski sa yang tersakiti,Biar aku terima meski aku yang terluka
Terjemahkan ke bahasa Indonesia baku.,Bersama tong gaik tali cinta yang utuh,Bersama kita ikat tali cinta yang utuh
Terjemahkan ke bahasa Indonesia baku.,Sa masih ingat ko pu senyum yang bikin,Aku masih ingat senyummu yang membuatku
Terjemahkan ke bahasa Indonesia baku.,Macam air deng api su tra bisa bersatu,Seperti air dan api yang tak bisa bersatu
Terjemahkan ke bahasa Indonesia baku.,Jadi kalau hambak nanti jadi lepe-lepe,Jadi jika aku mendekat nanti kaukan goyah
Terjemahkan ke bahasa Indonesia baku.,Dan salahnya sa tu pikir sa nomor satu,Dan salahnya aku kira aku yang nomor satu
Terjemahkan ke bahasa Indonesia baku.,Tapi sa ni su tau arahnya nanti kemana,Tapi aku sudah tahu arahnya nanti ke mana
Terjemahkan ke bahasa Indonesia baku.,"So, if you got time kaka mo ajak jalan","Jadi, jika kamu punya waktu ajak aku jalan"
Terjemahkan ke bahasa Indonesia baku.,ko pigi baru bagemana kalo aroolu jauh,kamu pergi lalu bagaimana kalau jauh sekali
Terjemahkan ke bahasa Indonesia baku.,Tapi mulut paksa hati 'tuk 'tak bicara,Tapi mulut memaksa hati untuk tidak bicara.
Terjemahkan ke bahasa Indonesia baku.,Dan su tara bisa lagi sa bertahan jika,Dan aku sudah tidak bisa bertahan lagi jika
Terjemahkan ke bahasa Indonesia baku.,Maaf de pu hati sayang deluan kasih ko,"Maaf dari hati, sayang, aku beri kamu duluan"
Terjemahkan ke bahasa Indonesia baku.,Mo pigi silahkan ikut saja ko pu jalan,"Kalau ingin pergi, silakan ikut saja jalanmu"
Terjemahkan ke bahasa Indonesia baku.,tuhan su menuntun ko pu sa yang anggun,Tuhan sudah menuntun kamu ke aku yang anggun
Terjemahkan ke bahasa Indonesia baku.,Tapi karna cinta bikin sa ikut menanti,Tapi karena cinta membuat saya ikut menanti.
Terjemahkan ke bahasa Indonesia baku.,Ko su belajar bahasa Inggris hari ini?,Apakah kamu belajar bahasa Inggris hari ini?
Terjemahkan ke bahasa Indonesia baku.,Jang jadi pengganggu ko tu cuma benalu,"Jangan jadi pengganggu, kamu hanyalah parasit"
Terjemahkan ke bahasa Indonesia baku.,Pegang sap janji sa tra coba berpindah,"Pegang janji saya, saya tidak coba berpindah."
Terjemahkan ke bahasa Indonesia baku.,Mending bubar saja jang sampe koe lupa,"Lebih baik bubar saja, jangan sampai kamu lupa"
Terjemahkan ke bahasa Indonesia baku.,Sa su bilang ko bahagia cuma dengan sa,Aku sudah bilang kamu bahagia hanya dengan aku
Terjemahkan ke bahasa Indonesia baku.,Sa bertahan demi ko pu cinta sa sumpah,"Saya bertahan demi cinta kamu, saya bersumpah."
Terjemahkan ke bahasa Indonesia baku.,"Sa pu nyanyian, sa hibur saudara semua","Saya berbagi nyanyian, menghibur keluarga semua"
Terjemahkan ke bahasa Indonesia baku.,Sa trakan ingkari karna ko itu sa baby,Aku takkan mengingkari karena kamu itu sayangku
Terjemahkan ke bahasa Indonesia baku.,Ko pigi baru begemana kalo aroolu jauh,"Kamu pergi, lalu bagaimana jika kamu terlalu jauh"
Terjemahkan ke bahasa Indonesia baku.,Ko kas tinggal sa dan sa rindu mo polo,"Kamu tinggal tinggalkan aku, dan aku rindu padamu"
Terjemahkan ke bahasa Indonesia baku.,Apakah ini akhir zaman yang kam cerita,Apakah ini akhir zaman seperti yang kamu ceritakan?
Terjemahkan ke bahasa Indonesia baku.,Ko anugrah terindah ko paling sa gemar,Kamu adalah anugerah terindah yang paling aku sayang
Terjemahkan ke bahasa Indonesia baku.,"Oh hell no, f~ck you n~gga let you know","Oh hell no, biar kamu tahu"
Terjemahkan ke bahasa Indonesia baku.,Pigi pigi ko ikut ko pu Mau pergi-pergi,"kamu ikut, kau pun ikut juga"
Terjemahkan ke bahasa Indonesia baku.,"Cuii, ludah saja de pu muka, baru pergi","Eh, ludah di wajahku baru pergi"
Terjemahkan ke bahasa Indonesia baku.,Kas jadi sa deng ko pu cinta baru kokoh,Cinta kita menjadi kuat dan kokoh
Terjemahkan ke bahasa Indonesia baku.,Yang di saat di butuh kalo keluar rumah,Yang datang hanya saat dibutuhkan
Terjemahkan ke bahasa Indonesia baku.,De pu mama su setuju saja ni anak mantu,Ibunya sudah setuju dia jadi menantu
Terjemahkan ke bahasa Indonesia baku.,"Ade ko cantik, pipi congka, hitam manis","Kamu cantik, lesung pipi, hitam manis"
Terjemahkan ke bahasa Indonesia baku.,Bullsht tapi nyatanya sangat menjangkit,"Bullsht, tapi ternyata sangat menular"
Terjemahkan ke bahasa Indonesia baku.,Karna Timur pu racikan su pasti rapikan,Karena racikan Timur sudah pasti rapi
Terjemahkan ke bahasa Indonesia baku.,Ko diam-diam buat pergerakan bawa tanah,Kamu diam-diam bergerak membawa tanah
Terjemahkan ke bahasa Indonesia baku.,Su bukan ko lagi yang panggil sa sayang,Aku bukan lagi yang memanggilmu sayang
Terjemahkan ke bahasa Indonesia baku.,Su bukan sa lagi yang panggil ko sayang,Aku bukan lagi yang memanggilmu sayang
Terjemahkan ke bahasa Indonesia baku.,Dengar sa bicara lupa tong dua pu janji,"Dengar aku bicara, lupa dua janji kita"
Terjemahkan ke bahasa Indonesia baku.,Ni music paling asik ya pasti ko terima,"Musik ini paling asik, pasti kamu suka"
Terjemahkan ke bahasa Indonesia baku.,Anjani Anjani cinta ni sa jaga buat koi,Anjani Anjani cinta ini aku jaga untukmu
